3#apa#apa13#app1334/)  -0.332 1.517  -0.256 1.517  -0.180 1.517  -0.166 1.455  -0.166 1.379  -0.166 1.303  -0.166 1.227  -0.166 1.151  -0.166 1.075  -0.145 1.021  -0.069 1.021  -0.001 1.013  -0.001 0.937  -0.001 0.861  -0.001 0.785  -0.001 0.709  0.025 0.639  0.059 0.571  0.093 0.503  0.127 0.435  0.161 0.367  0.165 0.292  0.165 0.216  0.165 0.141  0.165 0.065  0.165 -0.011  0.165 -0.087  0.165 -0.163  0.165 -0.239  0.165 -0.315  0.165 -0.391  0.165 -0.467  0.165 -0.543  0.165 -0.619  0.165 -0.695  0.165 -0.771  0.132 -0.834  0.079 -0.887  0.025 -0.941  -0.001 -1.006  -0.001 -1.082  -0.001 -1.158  -0.001 -1.234  -0.009 -1.307  -0.063 -1.360  -0.117 -1.414  -0.171 -1.468  -0.224 -1.521  -0.278 -1.575  -0.332 -1.629
3#app#app18#app1865/)  -0.877 1.307  -0.792 1.307  -0.707 1.307  -0.622 1.307  -0.536 1.307  -0.531 1.228  -0.481 1.192  -0.402 1.178  -0.341 1.118  -0.281 1.058  -0.221 0.997  -0.184 0.928  -0.181 0.845  -0.096 0.845  -0.028 0.804  0.033 0.744  0.076 0.672  0.114 0.595  0.153 0.519  0.163 0.436  0.185 0.360  0.245 0.300  0.306 0.240  0.366 0.179  0.394 0.106  0.394 0.021  0.394 -0.065  0.394 -0.150  0.394 -0.235  0.394 -0.320  0.394 -0.406  0.394 -0.491  0.394 -0.576  0.394 -0.661  0.394 -0.747  0.353 -0.815  0.293 -0.875  0.279 -0.955  0.244 -1.005  0.163 -1.010  0.163 -1.095  0.104 -1.121  0.027 -1.141  -0.033 -1.201  -0.068 -1.272  -0.074 -1.352  -0.159 -1.352  -0.244 -1.352  -0.330 -1.352  -0.415 -1.352
3#app#app18#app1865/)  -0.903 1.435  -0.819 1.435  -0.750 1.396  -0.691 1.337  -0.612 1.322  -0.562 1.288  -0.558 1.204  -0.499 1.145  -0.439 1.085  -0.379 1.025  -0.319 0.965  -0.259 0.905  -0.200 0.846  -0.140 0.786  -0.080 0.726  -0.020 0.666  0.040 0.607  0.099 0.547  0.122 0.471  0.132 0.389  0.170 0.314  0.208 0.238  0.252 0.167  0.311 0.107  0.350 0.038  0.350 -0.046  0.410 -0.106  0.464 -0.168  0.464 -0.253  0.464 -0.337  0.464 -0.422  0.464 -0.507  0.464 -0.591  0.464 -0.676  0.464 -0.760  0.462 -0.844  0.402 -0.904  0.350 -0.967  0.350 -1.051  0.284 -1.070  0.199 -1.070  0.122 -1.077  0.122 -1.162  0.060 -1.184  -0.025 -1.184  -0.109 -1.184  -0.194 -1.184  -0.279 -1.184  -0.334 -1.214  -0.334 -1.298
3#app#app14#app1438/)  -0.511 1.354  -0.511 1.278  -0.511 1.244  -0.511 1.320  -0.511 1.312  -0.511 1.235  -0.447 1.223  -0.379 1.214  -0.379 1.138  -0.358 1.070  -0.304 1.016  -0.250 0.962  -0.196 0.908  -0.142 0.854  -0.116 0.788  -0.116 0.712  -0.073 0.654  -0.019 0.600  0.024 0.539  0.048 0.467  0.072 0.394  0.096 0.322  0.120 0.249  0.145 0.177  0.146 0.101  0.146 0.024  0.146 -0.052  0.163 -0.124  0.197 -0.193  0.231 -0.261  0.265 -0.329  0.278 -0.403  0.278 -0.479  0.278 -0.555  0.278 -0.632  0.278 -0.708  0.278 -0.784  0.278 -0.861  0.278 -0.937  0.278 -1.013  0.278 -1.090  0.261 -1.159  0.207 -1.213  0.153 -1.267  0.146 -1.341  0.146 -1.417  0.146 -1.494  0.123 -1.560  0.069 -1.614  0.015 -1.668
3#app#app14#app1438/)  -0.579 1.440  -0.498 1.440  -0.416 1.440  -0.341 1.423  -0.283 1.365  -0.226 1.307  -0.168 1.249  -0.110 1.191  -0.052 1.133  0.019 1.109  0.089 1.091  0.115 1.014  0.140 0.936  0.166 0.859  0.192 0.781  0.193 0.700  0.228 0.632  0.286 0.574  0.304 0.500  0.304 0.418  0.304 0.336  0.304 0.255  0.304 0.173  0.304 0.091  0.304 0.009  0.304 -0.072  0.282 -0.149  0.245 -0.222  0.209 -0.295  0.193 -0.373  0.193 -0.455  0.193 -0.537  0.143 -0.598  0.085 -0.655  0.083 -0.736  0.083 -0.818  0.061 -0.878  -0.021 -0.878  -0.027 -0.953  -0.027 -1.035  -0.045 -1.099  -0.127 -1.099  -0.138 -1.170  -0.168 -1.239  -0.226 -1.297  -0.298 -1.320  -0.374 -1.335  -0.431 -1.392  -0.498 -1.430  -0.579 -1.430
3#app#app14#app1438/)  -0.567 1.496  -0.491 1.496  -0.420 1.483  -0.366 1.429  -0.312 1.375  -0.300 1.304  -0.299 1.228  -0.245 1.174  -0.191 1.120  -0.137 1.066  -0.083 1.012  -0.032 0.957  -0.032 0.880  -0.016 0.811  0.038 0.757  0.092 0.703  0.130 0.637  0.164 0.569  0.198 0.501  0.232 0.433  0.235 0.357  0.235 0.281  0.235 0.204  0.235 0.128  0.235 0.052  0.235 -0.024  0.235 -0.101  0.235 -0.177  0.235 -0.253  0.235 -0.330  0.235 -0.406  0.235 -0.482  0.235 -0.558  0.235 -0.635  0.235 -0.711  0.228 -0.784  0.174 -0.838  0.120 -0.892  0.101 -0.961  0.101 -1.037  0.053 -1.093  -0.001 -1.147  -0.047 -1.207  -0.081 -1.275  -0.115 -1.344  -0.149 -1.412  -0.204 -1.446  -0.281 -1.446  -0.357 -1.446  -0.433 -1.446
3#app#app14#app1438/)  -0.380 1.467  -0.304 1.467  -0.228 1.467  -0.172 1.420  -0.119 1.366  -0.065 1.313  -0.012 1.259  0.042 1.206  0.095 1.152  0.149 1.099  0.202 1.045  0.256 0.992  0.263 0.919  0.263 0.844  0.263 0.768  0.263 0.692  0.263 0.616  0.263 0.541  0.263 0.465  0.263 0.389  0.263 0.314  0.263 0.238  0.263 0.162  0.263 0.087  0.261 0.011  0.237 -0.060  0.213 -0.132  0.189 -0.204  0.165 -0.276  0.141 -0.348  0.117 -0.419  0.082 -0.484  0.028 -0.537  -0.026 -0.591  -0.058 -0.653  -0.058 -0.729  -0.058 -0.805  -0.058 -0.880  -0.066 -0.953  -0.119 -1.006  -0.173 -1.060  -0.226 -1.113  -0.280 -1.167  -0.333 -1.220  -0.380 -1.277  -0.380 -1.352  -0.380 -1.428  -0.434 -1.482  -0.487 -1.535  -0.541 -1.589
3#app#app14#app1438/)  -0.324 1.540  -0.246 1.540  -0.196 1.513  -0.196 1.436  -0.196 1.358  -0.194 1.282  -0.139 1.227  -0.085 1.173  -0.030 1.118  0.025 1.063  0.079 1.009  0.134 0.954  0.188 0.899  0.188 0.822  0.200 0.748  0.235 0.678  0.269 0.609  0.304 0.540  0.316 0.466  0.316 0.388  0.316 0.311  0.316 0.234  0.316 0.157  0.316 0.079  0.316 0.002  0.316 -0.075  0.316 -0.152  0.316 -0.230  0.276 -0.290  0.221 -0.345  0.188 -0.409  0.188 -0.486  0.163 -0.557  0.128 -0.626  0.093 -0.695  0.058 -0.764  0.004 -0.819  -0.051 -0.873  -0.106 -0.928  -0.160 -0.982  -0.215 -1.037  -0.270 -1.092  -0.324 -1.147  -0.359 -1.216  -0.393 -1.285  -0.428 -1.354  -0.475 -1.402  -0.553 -1.402  -0.579 -1.452  -0.579 -1.529
1d#tos#f1#f1012064/)  -0.558 1.545  -0.558 1.463  -0.512 1.426  -0.491 1.362  -0.422 1.316  -0.354 1.270  -0.320 1.206  -0.274 1.143  -0.200 1.126  -0.174 1.047  -0.148 0.969  -0.079 0.950  -0.022 0.924  -0.007 0.845  0.019 0.766  0.063 0.713  0.097 0.664  0.097 0.582  0.121 0.509  0.156 0.442  0.181 0.365  0.218 0.291  0.255 0.218  0.275 0.140  0.275 0.058  0.301 -0.020  0.327 -0.099  0.335 -0.180  0.335 -0.262  0.335 -0.345  0.335 -0.427  0.335 -0.509  0.335 -0.592  0.265 -0.631  0.216 -0.683  0.216 -0.765  0.216 -0.848  0.179 -0.894  0.097 -0.894  0.071 -0.972  0.044 -1.050  -0.005 -1.114  -0.063 -1.172  -0.082 -1.247  -0.101 -1.310  -0.171 -1.340  -0.229 -1.398  -0.287 -1.456  -0.320 -1.525  -0.320 -1.608
2#app#app14#app1438/)  -0.511 1.354  -0.511 1.278  -0.511 1.244  -0.511 1.320  -0.511 1.312  -0.511 1.235  -0.447 1.223  -0.379 1.214  -0.379 1.138  -0.358 1.070  -0.304 1.016  -0.250 0.962  -0.196 0.908  -0.142 0.854  -0.116 0.788  -0.116 0.712  -0.073 0.654  -0.019 0.600  0.024 0.539  0.048 0.467  0.072 0.394  0.096 0.322  0.120 0.249  0.145 0.177  0.146 0.101  0.146 0.024  0.146 -0.052  0.163 -0.124  0.197 -0.193  0.231 -0.261  0.265 -0.329  0.278 -0.403  0.278 -0.479  0.278 -0.555  0.278 -0.632  0.278 -0.708  0.278 -0.784  0.278 -0.861  0.278 -0.937  0.278 -1.013  0.278 -1.090  0.261 -1.159  0.207 -1.213  0.153 -1.267  0.146 -1.341  0.146 -1.417  0.146 -1.494  0.123 -1.560  0.069 -1.614  0.015 -1.668
2#app#app14#app1438/)  -0.579 1.440  -0.498 1.440  -0.416 1.440  -0.341 1.423  -0.283 1.365  -0.226 1.307  -0.168 1.249  -0.110 1.191  -0.052 1.133  0.019 1.109  0.089 1.091  0.115 1.014  0.140 0.936  0.166 0.859  0.192 0.781  0.193 0.700  0.228 0.632  0.286 0.574  0.304 0.500  0.304 0.418  0.304 0.336  0.304 0.255  0.304 0.173  0.304 0.091  0.304 0.009  0.304 -0.072  0.282 -0.149  0.245 -0.222  0.209 -0.295  0.193 -0.373  0.193 -0.455  0.193 -0.537  0.143 -0.598  0.085 -0.655  0.083 -0.736  0.083 -0.818  0.061 -0.878  -0.021 -0.878  -0.027 -0.953  -0.027 -1.035  -0.045 -1.099  -0.127 -1.099  -0.138 -1.170  -0.168 -1.239  -0.226 -1.297  -0.298 -1.320  -0.374 -1.335  -0.431 -1.392  -0.498 -1.430  -0.579 -1.430
2#app#app14#app1438/)  -0.567 1.496  -0.491 1.496  -0.420 1.483  -0.366 1.429  -0.312 1.375  -0.300 1.304  -0.299 1.228  -0.245 1.174  -0.191 1.120  -0.137 1.066  -0.083 1.012  -0.032 0.957  -0.032 0.880  -0.016 0.811  0.038 0.757  0.092 0.703  0.130 0.637  0.164 0.569  0.198 0.501  0.232 0.433  0.235 0.357  0.235 0.281  0.235 0.204  0.235 0.128  0.235 0.052  0.235 -0.024  0.235 -0.101  0.235 -0.177  0.235 -0.253  0.235 -0.330  0.235 -0.406  0.235 -0.482  0.235 -0.558  0.235 -0.635  0.235 -0.711  0.228 -0.784  0.174 -0.838  0.120 -0.892  0.101 -0.961  0.101 -1.037  0.053 -1.093  -0.001 -1.147  -0.047 -1.207  -0.081 -1.275  -0.115 -1.344  -0.149 -1.412  -0.204 -1.446  -0.281 -1.446  -0.357 -1.446  -0.433 -1.446
2#app#app14#app1438/)  -0.380 1.467  -0.304 1.467  -0.228 1.467  -0.172 1.420  -0.119 1.366  -0.065 1.313  -0.012 1.259  0.042 1.206  0.095 1.152  0.149 1.099  0.202 1.045  0.256 0.992  0.263 0.919  0.263 0.844  0.263 0.768  0.263 0.692  0.263 0.616  0.263 0.541  0.263 0.465  0.263 0.389  0.263 0.314  0.263 0.238  0.263 0.162  0.263 0.087  0.261 0.011  0.237 -0.060  0.213 -0.132  0.189 -0.204  0.165 -0.276  0.141 -0.348  0.117 -0.419  0.082 -0.484  0.028 -0.537  -0.026 -0.591  -0.058 -0.653  -0.058 -0.729  -0.058 -0.805  -0.058 -0.880  -0.066 -0.953  -0.119 -1.006  -0.173 -1.060  -0.226 -1.113  -0.280 -1.167  -0.333 -1.220  -0.380 -1.277  -0.380 -1.352  -0.380 -1.428  -0.434 -1.482  -0.487 -1.535  -0.541 -1.589
2#app#app14#app1438/)  -0.324 1.540  -0.246 1.540  -0.196 1.513  -0.196 1.436  -0.196 1.358  -0.194 1.282  -0.139 1.227  -0.085 1.173  -0.030 1.118  0.025 1.063  0.079 1.009  0.134 0.954  0.188 0.899  0.188 0.822  0.200 0.748  0.235 0.678  0.269 0.609  0.304 0.540  0.316 0.466  0.316 0.388  0.316 0.311  0.316 0.234  0.316 0.157  0.316 0.079  0.316 0.002  0.316 -0.075  0.316 -0.152  0.316 -0.230  0.276 -0.290  0.221 -0.345  0.188 -0.409  0.188 -0.486  0.163 -0.557  0.128 -0.626  0.093 -0.695  0.058 -0.764  0.004 -0.819  -0.051 -0.873  -0.106 -0.928  -0.160 -0.982  -0.215 -1.037  -0.270 -1.092  -0.324 -1.147  -0.359 -1.216  -0.393 -1.285  -0.428 -1.354  -0.475 -1.402  -0.553 -1.402  -0.579 -1.452  -0.579 -1.529
1d#apb#apb22#app2226/)  -0.435 1.368  -0.418 1.439  -0.346 1.459  -0.281 1.439  -0.218 1.399  -0.155 1.358  -0.108 1.304  -0.074 1.238  -0.040 1.172  -0.005 1.106  0.029 1.040  0.057 0.971  0.081 0.901  0.105 0.831  0.130 0.760  0.154 0.690  0.178 0.620  0.191 0.547  0.204 0.473  0.216 0.400  0.228 0.326  0.240 0.253  0.252 0.180  0.264 0.106  0.260 0.032  0.256 -0.042  0.253 -0.117  0.249 -0.191  0.245 -0.265  0.242 -0.340  0.238 -0.414  0.222 -0.485  0.195 -0.555  0.168 -0.624  0.141 -0.693  0.114 -0.763  0.087 -0.832  0.060 -0.901  0.027 -0.968  -0.019 -1.025  -0.066 -1.083  -0.113 -1.141  -0.160 -1.199  -0.206 -1.257  -0.253 -1.315  -0.315 -1.357  -0.376 -1.399  -0.437 -1.440  -0.499 -1.482  -0.560 -1.524
1d#apb#apb22#app2226/)  -0.288 1.586  -0.237 1.535  -0.186 1.485  -0.135 1.434  -0.085 1.383  -0.034 1.332  0.017 1.281  0.050 1.219  0.075 1.152  0.100 1.084  0.124 1.016  0.149 0.949  0.173 0.881  0.198 0.814  0.207 0.743  0.210 0.671  0.212 0.599  0.214 0.527  0.217 0.456  0.219 0.384  0.222 0.312  0.224 0.240  0.226 0.168  0.215 0.097  0.199 0.027  0.183 -0.043  0.167 -0.113  0.151 -0.183  0.135 -0.253  0.119 -0.323  0.103 -0.393  0.087 -0.463  0.071 -0.533  0.055 -0.603  0.025 -0.669  -0.006 -0.734  -0.036 -0.799  -0.066 -0.865  -0.096 -0.930  -0.126 -0.995  -0.156 -1.061  -0.186 -1.126  -0.219 -1.190  -0.253 -1.253  -0.287 -1.316  -0.322 -1.380  -0.356 -1.443  -0.391 -1.506  -0.425 -1.569  -0.460 -1.632
1d#apb#apb22#app2226/)  -0.339 1.571  -0.280 1.572  -0.234 1.518  -0.190 1.462  -0.152 1.401  -0.114 1.341  -0.077 1.280  -0.042 1.218  -0.019 1.151  0.005 1.083  0.028 1.016  0.052 0.949  0.070 0.880  0.087 0.811  0.103 0.741  0.119 0.672  0.135 0.602  0.151 0.533  0.166 0.463  0.166 0.392  0.166 0.320  0.166 0.249  0.166 0.178  0.166 0.106  0.166 0.035  0.166 -0.036  0.166 -0.107  0.156 -0.178  0.146 -0.249  0.136 -0.319  0.125 -0.390  0.115 -0.460  0.105 -0.531  0.094 -0.602  0.084 -0.672  0.073 -0.742  0.050 -0.810  0.027 -0.877  0.003 -0.945  -0.020 -1.012  -0.043 -1.080  -0.066 -1.147  -0.089 -1.215  -0.115 -1.281  -0.157 -1.338  -0.200 -1.396  -0.242 -1.453  -0.284 -1.510  -0.327 -1.568  -0.369 -1.625
3#app#app34#app3498/)  -0.987 1.237  -0.911 1.237  -0.899 1.173  -0.847 1.150  -0.775 1.131  -0.707 1.097  -0.639 1.063  -0.571 1.029  -0.503 0.996  -0.432 0.975  -0.361 0.962  -0.308 0.909  -0.245 0.867  -0.177 0.833  -0.110 0.798  -0.076 0.730  -0.042 0.662  0.000 0.601  0.054 0.547  0.108 0.493  0.158 0.437  0.192 0.369  0.226 0.301  0.260 0.233  0.294 0.165  0.327 0.097  0.327 0.021  0.327 -0.055  0.327 -0.131  0.327 -0.207  0.327 -0.283  0.327 -0.359  0.327 -0.435  0.327 -0.511  0.327 -0.586  0.327 -0.662  0.327 -0.738  0.327 -0.814  0.327 -0.890  0.327 -0.966  0.327 -1.042  0.327 -1.118  0.327 -1.194  0.288 -1.254  0.239 -1.310  0.239 -1.386  0.189 -1.441  0.152 -1.501  0.152 -1.577  0.152 -1.653
2#apb#apb14#app1455/)  -0.652 1.308  -0.601 1.359  -0.538 1.379  -0.466 1.371  -0.397 1.355  -0.343 1.308  -0.288 1.260  -0.233 1.213  -0.178 1.165  -0.124 1.117  -0.094 1.052  -0.063 0.986  -0.032 0.921  -0.001 0.855  0.026 0.788  0.035 0.716  0.044 0.645  0.052 0.573  0.061 0.501  0.069 0.429  0.078 0.357  0.091 0.285  0.105 0.214  0.120 0.143  0.135 0.072  0.149 0.001  0.164 -0.070  0.179 -0.140  0.193 -0.211  0.194 -0.284  0.194 -0.356  0.194 -0.429  0.194 -0.501  0.194 -0.574  0.194 -0.646  0.193 -0.719  0.185 -0.791  0.178 -0.863  0.171 -0.935  0.164 -1.007  0.157 -1.079  0.135 -1.148  0.114 -1.218  0.092 -1.287  0.070 -1.356  0.042 -1.422  0.009 -1.487  -0.023 -1.552  -0.055 -1.617  -0.088 -1.682
