2#app#app14#app1481/p  -0.142 0.873  -0.142 0.688  -0.142 0.503  -0.256 0.365  -0.273 0.187  -0.273 0.002  -0.273 -0.183  -0.314 -0.350  -0.405 -0.498  -0.405 -0.683  -0.405 -0.868  -0.405 -1.053  -0.411 -1.235  -0.536 -1.368  -0.536 -1.553  -0.536 -1.738  -0.498 -1.623  -0.405 -1.531  -0.405 -1.346  -0.405 -1.161  -0.405 -0.976  -0.326 -0.809  -0.273 -0.637  -0.273 -0.452  -0.196 -0.286  -0.142 -0.113  -0.089 0.059  -0.011 0.226  -0.011 0.411  0.026 0.590  0.085 0.765  0.121 0.944  0.121 1.129  0.247 1.262  0.252 1.445  0.352 1.529  0.525 1.509  0.607 1.344  0.716 1.197  0.777 1.037  0.777 0.852  0.777 0.668  0.777 0.483  0.777 0.298  0.704 0.143  0.573 0.012  0.413 -0.047  0.228 -0.047  0.043 -0.047  -0.011 0.085
2#app#app14#app1481/n  -0.808 0.752  -0.808 0.615  -0.808 0.478  -0.808 0.341  -0.857 0.224  -0.954 0.127  -1.047 0.028  -1.047 -0.109  -1.047 -0.246  -1.047 -0.383  -1.047 -0.520  -1.047 -0.658  -1.047 -0.795  -1.047 -0.916  -1.047 -0.779  -1.004 -0.684  -0.867 -0.684  -0.753 -0.629  -0.656 -0.532  -0.559 -0.435  -0.462 -0.338  -0.365 -0.241  -0.268 -0.144  -0.171 -0.047  -0.089 0.056  -0.089 0.193  -0.032 0.273  0.105 0.273  0.215 0.338  0.312 0.435  0.390 0.541  0.390 0.678  0.452 0.752  0.589 0.752  0.726 0.752  0.864 0.752  0.869 0.620  0.869 0.483  0.869 0.346  0.933 0.273  1.071 0.273  1.108 0.174  1.108 0.036  1.108 -0.101  1.141 -0.206  1.278 -0.206  1.348 -0.273  1.348 -0.410  1.348 -0.547  1.348 -0.684
2#app#app14#app1481/c  1.376 0.959  1.285 0.959  1.195 0.959  1.104 0.959  1.014 0.959  0.923 0.959  0.832 0.959  0.742 0.959  0.651 0.959  0.561 0.959  0.470 0.959  0.380 0.959  0.313 0.901  0.249 0.837  0.185 0.773  0.121 0.709  0.057 0.645  -0.007 0.581  -0.071 0.517  -0.135 0.453  -0.199 0.389  -0.263 0.325  -0.327 0.261  -0.391 0.197  -0.455 0.133  -0.519 0.069  -0.583 0.005  -0.634 -0.064  -0.634 -0.155  -0.634 -0.245  -0.634 -0.336  -0.634 -0.427  -0.634 -0.517  -0.634 -0.608  -0.634 -0.698  -0.634 -0.789  -0.634 -0.879  -0.634 -0.970  -0.625 -1.051  -0.535 -1.051  -0.444 -1.051  -0.354 -1.051  -0.263 -1.051  -0.173 -1.051  -0.082 -1.051  0.008 -1.051  0.099 -1.051  0.190 -1.051  0.280 -1.051  0.371 -1.051
2#app#app14#app1481/h  0.245 1.983  0.158 1.897  0.072 1.810  0.041 1.701  0.041 1.579  0.041 1.457  0.025 1.338  -0.030 1.229  -0.085 1.120  -0.139 1.011  -0.164 0.894  -0.164 0.772  -0.240 0.682  -0.326 0.595  -0.368 0.490  -0.368 0.368  -0.368 0.246  -0.368 0.124  -0.368 0.002  -0.411 -0.103  -0.497 -0.189  -0.572 -0.280  -0.572 -0.402  -0.572 -0.524  -0.572 -0.647  -0.572 -0.769  -0.557 -0.876  -0.435 -0.876  -0.368 -0.821  -0.368 -0.699  -0.273 -0.672  -0.155 -0.663  -0.068 -0.577  0.018 -0.490  0.131 -0.468  0.245 -0.459  0.245 -0.337  0.245 -0.312  0.245 -0.434  0.333 -0.468  0.449 -0.474  0.449 -0.596  0.496 -0.672  0.618 -0.672  0.653 -0.759  0.656 -0.879  0.743 -0.966  0.829 -1.052  0.940 -1.080  1.062 -1.080
2#app#app14#app1481/a  0.447 1.480  0.319 1.480  0.192 1.480  0.084 1.434  -0.006 1.344  -0.096 1.254  -0.185 1.164  -0.187 1.038  -0.187 0.911  -0.249 0.846  -0.376 0.846  -0.503 0.846  -0.504 0.719  -0.504 0.592  -0.549 0.484  -0.639 0.394  -0.729 0.304  -0.819 0.214  -0.821 0.088  -0.821 -0.039  -0.821 -0.166  -0.821 -0.293  -0.821 -0.420  -0.821 -0.547  -0.821 -0.675  -0.757 -0.738  -0.630 -0.738  -0.503 -0.738  -0.376 -0.738  -0.249 -0.738  -0.122 -0.738  0.005 -0.738  0.132 -0.736  0.222 -0.646  0.311 -0.556  0.401 -0.467  0.510 -0.421  0.637 -0.421  0.763 -0.421  0.763 -0.294  0.763 -0.167  0.763 -0.169  0.763 -0.297  0.765 -0.423  0.855 -0.513  0.945 -0.603  1.035 -0.693  1.080 -0.801  1.080 -0.928  1.080 -1.055
2#app#app14#app1481/n  -0.778 1.125  -0.778 0.971  -0.778 0.817  -0.778 0.662  -0.778 0.508  -0.778 0.354  -0.778 0.200  -0.778 0.046  -0.881 -0.066  -0.990 -0.175  -1.099 -0.284  -1.141 -0.421  -1.141 -0.575  -1.100 -0.688  -0.946 -0.688  -0.792 -0.688  -0.778 -0.548  -0.778 -0.394  -0.717 -0.265  -0.608 -0.156  -0.499 -0.047  -0.380 0.037  -0.226 0.037  -0.071 0.037  -0.053 0.172  -0.053 0.326  0.028 0.400  0.183 0.400  0.310 0.426  0.310 0.580  0.310 0.735  0.437 0.762  0.591 0.762  0.673 0.690  0.673 0.536  0.690 0.400  0.845 0.400  0.999 0.400  1.035 0.282  1.035 0.128  1.035 -0.026  1.035 -0.180  1.035 -0.335  1.035 -0.489  1.035 -0.643  1.035 -0.797  1.035 -0.951  1.035 -1.105  1.035 -1.259  1.035 -1.414
2#app#app14#app1481/t  1.167 -0.099  0.998 -0.099  0.829 -0.099  0.660 -0.099  0.498 -0.106  0.498 -0.274  0.377 -0.322  0.208 -0.322  0.039 -0.322  -0.129 -0.322  -0.298 -0.322  -0.467 -0.322  -0.610 -0.305  -0.541 -0.151  -0.472 0.003  -0.404 0.157  -0.335 0.312  -0.267 0.466  -0.198 0.620  -0.130 0.774  -0.061 0.929  0.007 1.083  0.076 1.237  0.145 1.392  0.213 1.546  0.275 1.668  0.275 1.499  0.275 1.330  0.275 1.161  0.259 0.999  0.139 0.880  0.052 0.747  0.052 0.579  0.052 0.410  0.052 0.241  0.052 0.072  0.052 -0.097  -0.066 -0.217  -0.171 -0.342  -0.171 -0.511  -0.171 -0.679  -0.171 -0.848  -0.189 -1.010  -0.309 -1.129  -0.394 -1.262  -0.394 -1.431  -0.394 -1.600  -0.394 -1.769  -0.394 -1.938  -0.394 -2.106
2#app#app14#app1481/e  -1.084 -0.106  -0.908 -0.106  -0.816 -0.189  -0.816 -0.365  -0.698 -0.256  -0.574 -0.131  -0.409 -0.106  -0.233 -0.106  -0.057 -0.106  0.119 -0.106  0.283 -0.078  0.408 0.046  0.535 0.162  0.711 0.162  0.859 0.229  0.983 0.354  1.108 0.478  1.232 0.602  1.328 0.738  1.328 0.914  1.205 0.966  1.029 0.966  0.853 0.966  0.678 0.966  0.502 0.966  0.326 0.966  0.150 0.966  -0.022 0.957  -0.146 0.833  -0.270 0.708  -0.280 0.537  -0.350 0.430  -0.526 0.430  -0.617 0.293  -0.695 0.136  -0.774 -0.021  -0.816 -0.187  -0.816 -0.363  -0.816 -0.538  -0.744 -0.642  -0.568 -0.642  -0.548 -0.798  -0.503 -0.955  -0.379 -1.079  -0.244 -1.178  -0.068 -1.178  0.073 -1.263  0.197 -1.387  0.348 -1.446  0.524 -1.446
2#app#app14#app1481/d  -0.099 -0.598  -0.099 -0.430  -0.252 -0.416  -0.419 -0.416  -0.587 -0.416  -0.644 -0.526  -0.740 -0.598  -0.826 -0.679  -0.873 -0.827  -0.992 -0.946  -1.008 -1.106  -0.915 -1.236  -0.785 -1.325  -0.625 -1.306  -0.507 -1.188  -0.358 -1.143  -0.217 -1.080  -0.098 -0.961  0.020 -0.843  0.083 -0.701  0.128 -0.553  0.247 -0.434  0.265 -0.274  0.265 -0.107  0.378 -0.053  0.447 0.046  0.447 0.214  0.447 0.381  0.447 0.549  0.447 0.716  0.447 0.883  0.447 1.051  0.447 1.218  0.373 1.368  0.298 1.518  0.265 1.678  0.265 1.685  0.265 1.518  0.265 1.351  0.265 1.183  0.265 1.016  0.265 0.848  0.265 0.681  0.265 0.513  0.265 0.346  0.265 0.178  0.265 0.011  0.338 -0.126  0.447 -0.249  0.447 -0.416
2#app#app14#app1481/l  0.204 1.436  0.204 1.360  0.204 1.284  0.233 1.236  0.309 1.236  0.385 1.236  0.348 1.236  0.272 1.236  0.204 1.227  0.204 1.151  0.204 1.075  0.204 0.999  0.204 0.923  0.204 0.846  0.158 0.790  0.104 0.736  0.050 0.682  0.004 0.625  0.004 0.549  0.004 0.472  0.004 0.396  0.004 0.320  0.004 0.244  0.004 0.168  0.004 0.092  0.004 0.015  0.004 -0.061  0.004 -0.137  -0.017 -0.208  -0.051 -0.276  -0.086 -0.344  -0.120 -0.412  -0.154 -0.480  -0.188 -0.549  -0.196 -0.623  -0.196 -0.699  -0.196 -0.775  -0.196 -0.851  -0.196 -0.927  -0.196 -1.004  -0.196 -1.080  -0.196 -1.156  -0.196 -1.232  -0.196 -1.308  -0.196 -1.384  -0.196 -1.461  -0.196 -1.537  -0.196 -1.613  -0.196 -1.689  -0.196 -1.765
2#app#app14#app1481/e  -0.374 -0.141  -0.234 -0.141  -0.093 -0.141  0.047 -0.141  0.154 -0.107  0.154 0.034  0.204 0.123  0.345 0.123  0.465 0.171  0.565 0.270  0.664 0.370  0.763 0.469  0.862 0.568  0.945 0.674  0.945 0.815  0.945 0.955  0.945 1.095  0.888 1.179  0.748 1.179  0.607 1.179  0.467 1.179  0.353 1.114  0.254 1.015  0.155 0.916  0.055 0.816  -0.044 0.717  -0.143 0.618  -0.242 0.519  -0.342 0.419  -0.374 0.292  -0.374 0.152  -0.486 0.123  -0.626 0.123  -0.638 -0.005  -0.638 -0.146  -0.638 -0.286  -0.638 -0.426  -0.638 -0.567  -0.638 -0.707  -0.638 -0.848  -0.638 -0.988  -0.638 -1.128  -0.638 -1.269  -0.638 -1.409  -0.548 -1.460  -0.408 -1.460  -0.267 -1.460  -0.127 -1.460  0.013 -1.460  0.154 -1.460
2#app#app14#app1481/v  -0.811 0.674  -0.811 0.556  -0.811 0.439  -0.811 0.321  -0.811 0.203  -0.811 0.086  -0.811 -0.032  -0.811 -0.150  -0.811 -0.267  -0.811 -0.385  -0.811 -0.503  -0.811 -0.620  -0.770 -0.696  -0.652 -0.696  -0.535 -0.696  -0.469 -0.748  -0.469 -0.866  -0.469 -0.984  -0.406 -1.039  -0.289 -1.039  -0.171 -1.039  -0.126 -0.966  -0.126 -0.849  -0.126 -0.731  -0.043 -0.696  0.075 -0.696  0.192 -0.696  0.216 -0.603  0.216 -0.485  0.216 -0.368  0.290 -0.280  0.373 -0.197  0.456 -0.114  0.539 -0.031  0.559 0.079  0.559 0.197  0.559 0.314  0.559 0.432  0.559 0.550  0.559 0.667  0.637 0.752  0.721 0.836  0.804 0.919  0.887 1.002  0.902 1.114  0.902 1.231  0.902 1.349  0.902 1.467  0.902 1.584  0.902 1.702
2#app#app14#app1481/e  -0.097 0.068  0.036 0.068  0.168 0.068  0.301 0.068  0.433 0.068  0.564 0.070  0.564 0.203  0.564 0.335  0.633 0.399  0.765 0.399  0.894 0.402  0.894 0.535  0.894 0.668  0.894 0.800  0.894 0.933  0.888 1.059  0.756 1.059  0.623 1.059  0.491 1.059  0.358 1.059  0.228 1.054  0.134 0.960  0.041 0.867  -0.053 0.773  -0.147 0.679  -0.241 0.585  -0.334 0.492  -0.427 0.398  -0.427 0.265  -0.427 0.133  -0.496 0.068  -0.628 0.068  -0.758 0.065  -0.758 -0.067  -0.758 -0.200  -0.758 -0.332  -0.758 -0.465  -0.758 -0.597  -0.758 -0.730  -0.758 -0.862  -0.707 -0.974  -0.613 -1.068  -0.519 -1.161  -0.426 -1.255  -0.332 -1.349  -0.238 -1.442  -0.145 -1.536  -0.032 -1.584  0.101 -1.584  0.233 -1.584
2#app#app14#app1481/r  -1.156 -1.214  -1.077 -1.214  -0.999 -1.214  -0.921 -1.214  -0.860 -1.173  -0.804 -1.117  -0.749 -1.062  -0.693 -1.007  -0.638 -0.951  -0.583 -0.896  -0.527 -0.840  -0.472 -0.785  -0.416 -0.730  -0.392 -0.662  -0.392 -0.583  -0.392 -0.505  -0.375 -0.433  -0.320 -0.378  -0.264 -0.323  -0.209 -0.267  -0.153 -0.212  -0.137 -0.140  -0.137 -0.062  -0.137 0.016  -0.137 0.095  -0.137 0.173  -0.137 0.251  -0.126 0.325  -0.070 0.381  -0.015 0.436  0.040 0.491  0.096 0.547  0.151 0.602  0.207 0.657  0.262 0.713  0.317 0.768  0.373 0.823  0.451 0.823  0.530 0.823  0.608 0.823  0.686 0.823  0.765 0.823  0.843 0.823  0.921 0.823  1.000 0.823  1.078 0.823  1.156 0.823  1.235 0.823  1.313 0.823  1.391 0.823
2#app#app14#app1481/.  -1.156 -1.214  -1.077 -1.214  -0.999 -1.214  -0.921 -1.214  -0.860 -1.173  -0.804 -1.117  -0.749 -1.062  -0.693 -1.007  -0.638 -0.951  -0.583 -0.896  -0.527 -0.840  -0.472 -0.785  -0.416 -0.730  -0.392 -0.662  -0.392 -0.583  -0.392 -0.505  -0.375 -0.433  -0.320 -0.378  -0.264 -0.323  -0.209 -0.267  -0.153 -0.212  -0.137 -0.140  -0.137 -0.062  -0.137 0.016  -0.137 0.095  -0.137 0.173  -0.137 0.251  -0.126 0.325  -0.070 0.381  -0.015 0.436  0.040 0.491  0.096 0.547  0.151 0.602  0.207 0.657  0.262 0.713  0.317 0.768  0.373 0.823  0.451 0.823  0.530 0.823  0.608 0.823  0.686 0.823  0.765 0.823  0.843 0.823  0.921 0.823  1.000 0.823  1.078 0.823  1.156 0.823  1.235 0.823  1.313 0.823  1.391 0.823
2#app#app14#app1481/T  1.543 0.741  1.404 0.741  1.265 0.741  1.126 0.741  0.988 0.741  0.849 0.741  0.710 0.741  0.611 0.647  0.491 0.602  0.352 0.602  0.213 0.602  0.075 0.602  -0.064 0.602  -0.182 0.552  -0.284 0.462  -0.423 0.462  -0.561 0.462  -0.700 0.462  -0.836 0.456  -0.934 0.358  -0.970 0.234  -1.057 0.183  -1.025 0.202  -0.889 0.232  -0.754 0.262  -0.618 0.292  -0.483 0.322  -0.348 0.352  -0.212 0.382  -0.077 0.412  0.059 0.443  0.147 0.414  0.147 0.275  0.147 0.136  0.126 0.002  0.064 -0.122  0.007 -0.247  0.007 -0.386  0.007 -0.524  0.007 -0.663  0.007 -0.802  0.007 -0.941  0.007 -1.079  0.007 -1.218  0.007 -1.357  0.007 -1.495  0.007 -1.634  0.007 -1.773  0.007 -1.912  0.007 -2.050
2#app#app14#app1481/h  0.137 2.016  0.137 1.874  0.057 1.766  -0.034 1.662  -0.034 1.520  -0.034 1.378  -0.034 1.236  -0.081 1.114  -0.182 1.014  -0.239 0.887  -0.284 0.753  -0.329 0.618  -0.374 0.484  -0.376 0.342  -0.376 0.201  -0.430 0.081  -0.531 -0.019  -0.547 -0.154  -0.547 -0.296  -0.547 -0.438  -0.569 -0.570  -0.669 -0.670  -0.718 -0.792  -0.718 -0.934  -0.702 -1.060  -0.560 -1.060  -0.547 -0.932  -0.448 -0.889  -0.376 -0.820  -0.347 -0.690  -0.247 -0.589  -0.122 -0.548  -0.034 -0.494  -0.010 -0.377  0.132 -0.377  0.137 -0.240  0.245 -0.206  0.308 -0.127  0.357 -0.035  0.499 -0.035  0.641 -0.035  0.650 -0.168  0.753 -0.206  0.821 -0.280  0.853 -0.409  0.953 -0.509  0.992 -0.635  1.050 -0.718  1.162 -0.748  1.162 -0.889
2#app#app14#app1481/e  -0.391 0.288  -0.286 0.183  -0.181 0.078  -0.045 0.048  0.103 0.048  0.251 0.048  0.400 0.048  0.548 0.048  0.696 0.048  0.834 0.074  0.939 0.179  1.044 0.284  1.048 0.430  1.048 0.579  1.048 0.727  0.971 0.844  0.866 0.949  0.742 1.007  0.594 1.007  0.445 1.007  0.297 1.007  0.149 1.007  0.026 0.945  -0.079 0.840  -0.197 0.767  -0.346 0.767  -0.391 0.665  -0.402 0.527  -0.551 0.527  -0.631 0.459  -0.631 0.311  -0.720 0.199  -0.824 0.094  -0.871 -0.035  -0.871 -0.183  -0.871 -0.332  -0.871 -0.480  -0.871 -0.628  -0.797 -0.746  -0.692 -0.851  -0.587 -0.956  -0.482 -1.061  -0.377 -1.166  -0.272 -1.271  -0.167 -1.375  -0.025 -1.391  0.123 -1.391  0.271 -1.391  0.420 -1.391  0.568 -1.391
